Annotator,ACLED/GDELT,Index,Time,Country,Actor 1,Actor 2,Article Url,Event Description,Is the event relevant?,"Why is the event NOT relevant? 
(if applicable)",tribal/communal/ethnic conflict,religious conflict,socio-political violence against women,climate-related security risks,Other,train_dev_test_split
A5,GDELT,976596341,20210326,Eritrea,GANG,,https://www.dw.com/en/ethiopian-pm-eritrean-troops-to-leave-tigray/a-57009807,"Eritrean troops have faced increasing pressure to leave the Tigray region after accusations of serious rights abuses. After denying reports of their presence for months, Ethiopia has now said troops will be leaving.
Ethiopian Prime Minister Abiy Ahmed has announced that neighboring Eritrea would pull its troops out of the conflict-ridden Tigray region.
Abiy's statement on Friday followed a visit to Asmara, the capital of Eritrea. Troops from both the Ethiopian and Eritrean military forces have been accused of carrying out abuses against the civilian population in the border region.
In his statement published on Twitter, Abiy said that following his discussions on Friday with Eritrean President Isaias Afwerki, ""the government of Eritrea has agreed to withdraw its forces out of the Ethiopian border.""
Abiy first acknowledged the presence of Eritrean forces in the region on Tuesday after months of rejecting reports from residents, diplomats and even some military officials.",No,3. A summary of different situations,,,,,,test
A5,GDELT,1149541323,20240103,Sudan,UNITED NATIONS,,https://egyptianstreets.com/2024/01/03/the-conflict-in-sudan-a-power-struggle-that-claimed-the-lives-of-12000-civilians/,"Since the outbreak of conflict on 15 April, tensions between the Sudanese Armed Forces (SAF) and the paramilitary Rapid Support Forces (RSF) have resulted in the deaths of more than 12,000 civilians and the displacement of 6.6 million individuals.
Khartoum, the capital, has been engulfed in internecine warfare, causing widespread devastation.
The conflict originated from a power struggle between two once-allied generals: Abdel Fattah Al-Burhan, the commander-in-chief of the SAF, and Mohamed Hamdan Dagalo, also known as Hemedti, the RSF commander.
After almost nine months of conflict, the United Nations Under-Secretary-General Martin Griffiths highlighted a severe humanitarian crisis, with reports of rape and sexual violence adding to the chaos.
How the conflict unfolded",No,3. A summary of different situations,,,,,,test
A5,GDELT,1064781403,20220926,Kenya,BRITAIN,,https://qz.com/what-interactive-maps-and-3d-digital-models-reveal-abou-1849579839,"In a new documentary released last month in the UK, Kenyan and British historians describe how Britain secretly used torture against prisoners in Mau Mau detention camps during the anti-colonial uprising movement in the 1950s. One of the Kenyans featured is historian and digital heritage scholar Chao Tayiana, the founder of the African Digital Heritage Project (ADHP), an organization focusing on the use of technology in preserving and sharing African heritage.
“It really flipped the script as to who is uncivilized,” Tayiana says in the film, which reveals details from a secret archive known as the “Hanslope Disclosure” that remained hidden from public view for over 50 years. The archive contained damning evidence on Britain’s use of torture including murder, rape, and forced castrations against Mau Mau prisoners. Surviving veterans of this period are also featured in the film, and describe the appalling conditions they endured in detention.
Advertisement
“Oral history is treated as second rate compared to written knowledge, and so it hasn’t mattered in many years that veterans and people who lived through this period have been saying that this happened,” Tayiana tells Quartz. “It was only until the disclosure of the archives proving that there was torture that people really started listening.”
History of the Mau Mau uprising",No,3. A summary of different situations,,,,,,test
A5,ACLED,SUD17430,2022-05-31,Sudan,Unidentified Armed Group (Sudan),Civilians (Sudan); Women (Sudan),,"On 31 May 2022, gunmen intercepted a commercial vehicle and raped four women at gunpoint on the road between Hajar Al Ful and Kadugli (Kadugli, South Kordofan), and intercepted a bus in the same area looted (unspecified properties) from the passengers coming from Khartoum.",Yes,,,,X,,,train
A5,GDELT,1012855194,20211105,Ethiopia,OROMO,,https://www.amnestyusa.org/press-releases/alarming-rise-in-online-hate-speech-as-tigray-conflict-escalates/,"Ethiopia is teetering on the brink of a human rights and humanitarian catastrophe, Amnesty International warned today, amid worrying developments linked to the escalating Tigray conflict.
On November 4 the Ethiopian government granted itself sweeping new emergency powers which arbitrarily restrict human rights and threaten the independence of the judiciary.
Meanwhile there has been an alarming rise in social media posts advocating ethnic violence, and government officials have implored civilians to take up arms against the Tigray People’s Liberation Front (TPLF) and the Oromo Liberation Army (OLA), which have recently joined forces against the central government.
“The dire humanitarian and human rights crisis which began one year ago in Tigray has been spilling into other areas of the country. To stop the situation spiraling out of control, the Ethiopian authorities must urgently take serious action to ensure human rights and international humanitarian law are respected,” said Deprose Muchena, Regional Director for East and Southern Africa at Amnesty International.
State of Emergency",No,3. A summary of different situations,,,,,,dev
A5,ACLED,SOM31132,2020-05-12,Somalia,Rioters (Somalia); Women (Somalia),Police Forces of Somalia (2017-2022),,"On 12 May 2020, a group of civilians demonstrated (mainly females and children) in an attempt to stop the demolition of their homes by attacking the police with stones at Tawakal village vicinity in Mogadishu-Yaqshid district (Yaqshid, Banadir). Govt security personal shot and injured civilians in an attempt to disperse the demonstrators.",Yes,,,,,,X,train
A5,GDELT,1037989982,20220406,Ethiopia,AMHARA,,https://www.rfi.fr/en/africa/20220406-rights-groups-warn-of-war-crimes-and-ethnic-cleansing-in-ethiopia-s-tigray,"ETHIOPIA CRISIS
Two rights groups on Wednesday accused Ethiopian security forces and their allies of waging a campaign of ethnic cleansing in Tigray, a long-contested part of northern Ethiopia.
A man stands in front of his destroyed house in the village of Bisober, in Ethiopia's Tigray region, on 9 December, 2020.
Advertising Read more
Amnesty International and Human Rights Watch (HRW) said Tigrayan civilians had been targeted since the outbreak of Ethiopia's war in November 2020, when Prime Minister Abiy Ahmed sent troops in to topple rebels.",No,3. A summary of different situations,,,,,,test
A5,ACLED,SOM29841,2019-11-08,Somalia,Al Shabaab,Civilians (Somalia),,"08 November 2019. In Jowhar, the Al Shabaab militants have used bulldozers to break dykes/bank of Shabelle River at Maandheere village causing massive floods on Mogadishu-Jaf Msr. The flooding is causing displacement of population and destruction of farmlands.",Yes,,,X,,,,train
A5,ACLED,ETH10397,2023-08-09,Ethiopia,Police Forces of Ethiopia (2018-) Oromia State Police,Civilians (Ethiopia); Orthodox Christian Group (Ethiopia),,"Around 9 August 2023 (from 1 - 17 August), government security forces (assumed to be Oromia regional state police force) beat and arrested over 30 Orthodox Christians (supporters of Oromia Synod) in Nekemte town, Nekemt (East Wellega, Oromia), for allegedly refusing the appointment of a new Patriarch to their Church by the Holy Synods 'in different forms'.",Yes,,,X,,,,test
A5,GDELT,1074800328,20221205,Uganda,MUSLIM,,https://www.christianpost.com/news/uganda-muslim-attackers-burn-down-house-church-beat-two-converts.html,"Home News Uganda: Muslim extremists burn down house church, beat 2 Christian converts in separate attacks
NAIROBI, Kenya — Muslim extremists burned down a house where a cell fellowship was meeting in eastern Uganda, a week after Muslims in another area caned two converts, sources said.
Arafah Senyange, 28, and his brother, Zulufa Hajati Nakimuli, 43, were beaten with cane on Nov. 13 in Busembatia town, Bugweri District (formerly in Iganga District) for converting from Islam to Christianity in October, Nakimuli said.
The two brothers were studying the Bible under a mango tree outside their father’s home after returning from a Sunday service in Busembatia when one of their brothers, mosque leader Hamuza Lubega, arrived shouting the jihadist slogan, “Allah Akbar [Allah is greater],” he said.
Get Our Latest News for FREE Subscribe to get daily/weekly email with the top stories (plus special offers!) from The Christian Post. Be the first to know. Subscribe",Yes,,,X,,,,train
A5,ACLED,ETH4538,2018-05-22,Ethiopia,Protesters (Ethiopia); Students (Ethiopia),Military Forces of Ethiopia (2018-),,"On 22 May 2018, residents of Mizan Teferi in Southwestern Ethiopia protested to denounce the unfair distribution of resources and to demand youth access to those resources to prevent growing unemployment. Students also joined the protests to denounce an attempted sexual assault at the MIzan-Tepi university. Federal and military forces beat and harassed the protesters.",Yes,,,,,,X,dev
A5,GDELT,977062591,20210329,Eritrea,GANG,,https://www.defenceweb.co.za/security/human-security/dont-shoot-ethiopian-father-begged-eritrean-soldiers-daughter-says/,"Fourteen-year-old Mibrak Esayus recalls the day last November when she says Eritrean soldiers burst into her home in Ethiopia’s Tigray region and killed her mother and father.
It was ten days into Ethiopia’s military campaign against fighters from the Tigray People’s Liberation Front (TPLF), the region’s former ruling party, following their surprise assault on federal army bases in Tigray.
The family heard shooting outside their home in the town of Zalambessa, on the border with Eritrea, from around dawn, Mibrak said. Eritrean soldiers burst in around midday.
Her father, a priest at the local Ethiopian Orthodox church, begged them “Don’t shoot,” she told Reuters.
“They shot him in the chest with three bullets … Then they shot my mama in her back.”",Yes,,,X,,,,train
